,Plot_Specification,Construction Status,Total Area,Price per Sq ft,Location,city,Builder,BHK,price(in_lakhs)
0,Apartment,Under Construction,1535 ,"4,200 / sq ft",Bowrampet,Hyderabad,Vajra Builders And Developers,3,64.47
1,Apartment,Ready to move,2285 ,"8,000 / sq ft",Kukatpally,Hyderabad,Vasavi Group,3,182.0
2,Apartment,Under Construction,1510 ,"5,800 / sq ft",Jeedimetla,Hyderabad,Riddhi Group,3,87.58
3,Apartment,Under Construction,2655 ,"6,800 / sq ft",Attapur,Hyderabad,Theme Ambience Infrastructures,4,180.0
4,Apartment,Under Construction,2425 ,"4,999 / sq ft",Kollur,Hyderabad,Signature Avenues,3,121.0
5,Apartment,Under Construction,1139 ,"4,800 / sq ft",Dammaiguda,Hyderabad,Srija Infra Developers Hyderabad,2,54.67
6,Apartment,Under Construction,1450 ,"9,310 / sq ft",Kukatpally,Hyderabad,Cyber City Oriana,2,135.0
7,Apartment,Under Construction,1515 ,"4,699 / sq ft",Kompally,Hyderabad,Primark Projects Pvt Ltd,3,71.18
8,Apartment,Under Construction,2294 ,"9,546 / sq ft",Sanath Nagar,Hyderabad,Kalpataru Group,3,219.0
9,Apartment,Under Construction,2195 ,"6,100 / sq ft",Sainikpuri,Hyderabad,Om Sree Builders And Developers,3,133.0
10,Apartment,Under Construction,2000 ,"3,499 / sq ft",Kollur,Hyderabad,GSR Group,3,69.98
11,Apartment,Under Construction,2187 ,"4,999 / sq ft",Mallapur,Hyderabad,EAPL Group,3,109.0
12,Apartment,Under Construction,1105 ,"4,900 / sq ft",Ameenpur,Hyderabad,Lalitha Construction and Developers,2,54.14
13,Apartment,Under Construction,1116 ,"4,200 / sq ft",Gundlapochampally,Hyderabad,Eco Green Builders,2,46.87
14,Apartment,Under Construction,2160 ,"5,500 / sq ft",Kompally,Hyderabad,Sunder Homes,3,118.0
15,Villa,Under Construction,9000 ,"10,334 / sq ft",Harshaguda,Hyderabad,Nest Makers,5,930.0
16,Apartment,Under Construction,1195 ,"5,199 / sq ft",Kollur,Hyderabad,GHR Infra,2,62.12
17,Apartment,Under Construction,1039 ,"4,804 / sq ft",Bachupally,Hyderabad,Dinesh Projects,2,49.86
18,Apartment,Under Construction,1285 ,"5,799 / sq ft",Patighanpur,Hyderabad,Hallmark Builders,2,74.51
19,Apartment,Under Construction,1705 ,"6,000 / sq ft",Saidabad,Hyderabad,Namishree Infrastructure And Project Pvt Ltd,3,102.0
20,Apartment,Under Construction,1870 ,"6,500 / sq ft",Nizampet,Hyderabad,Vazhraa Nirmaan Pvt Ltd,3,121.0
21,Apartment,Under Construction,1595 ,"4,998 / sq ft",Kollur,Hyderabad,Ira Reality,3,79.71
22,Apartment,Under Construction,1710 ,"7,599 / sq ft",Nanakramguda,Hyderabad,Sukhii Group,3,129.0
23,Apartment,Under Construction,1745 ,"5,599 / sq ft",Nizampet,Hyderabad,Merlion Builders,3,97.7
24,Apartment,Under Construction,1573 ,"8,264 / sq ft",Tellapur,Hyderabad,My Home Constructions Pvt Ltd,2,130.0
25,Apartment,Under Construction,2440 ,"6,899 / sq ft",Attapur,Hyderabad,Shree Vasavi Developers,3,168.0
26,Apartment,Under Construction,1275 ,"4,200 / sq ft",Bowrampet,Hyderabad,Vajra Builders And Developers,2,53.55
27,Apartment,Ready to move,2830 ,"8,000 / sq ft",Kukatpally,Hyderabad,Vasavi Group,3,226.0
28,Apartment,Under Construction,1975 ,"5,800 / sq ft",Jeedimetla,Hyderabad,Riddhi Group,3,114.0
29,Apartment,Under Construction,2170 ,"6,800 / sq ft",Attapur,Hyderabad,Theme Ambience Infrastructures,3,147.0
30,Apartment,Under Construction,1385 ,"4,999 / sq ft",Kollur,Hyderabad,Signature Avenues,2,69.23
31,Apartment,Under Construction,1121 ,"4,800 / sq ft",Dammaiguda,Hyderabad,Srija Infra Developers Hyderabad,2,53.8
32,Apartment,Under Construction,1550 ,"10,322 / sq ft",Kukatpally,Hyderabad,Cyber City Oriana,3,160.0
33,Apartment,Under Construction,1225 ,"4,699 / sq ft",Kompally,Hyderabad,Primark Projects Pvt Ltd,2,57.56
34,Apartment,Under Construction,2294 ,"9,546 / sq ft",Sanath Nagar,Hyderabad,Kalpataru Group,3,219.0
35,Apartment,Under Construction,2130 ,"6,100 / sq ft",Sainikpuri,Hyderabad,Om Sree Builders And Developers,3,129.0
36,Apartment,Under Construction,1275 ,"3,499 / sq ft",Kollur,Hyderabad,GSR Group,2,44.61
37,Apartment,Under Construction,1017 ,"5,003 / sq ft",Mallapur,Hyderabad,EAPL Group,2,50.83
38,Villa,Under Construction,2377 ,"7,067 / sq ft",Bachupally,Hyderabad,Maaruthi GroupAGENT0,3,168.0
39,Apartment,Under Construction,1200 ,"2,583 / sq ft",Shamirpet,Hyderabad,sellerVERIFIED OWNER,2,31.0
40,Apartment,Ready to move,1100 ,"4,545 / sq ft",Nagole,Hyderabad,sellerVERIFIED OWNER,2,50.0
41,Apartment,Ready to move,1230 ,"4,715 / sq ft",Pragathi Nagar Kukatpally,Hyderabad,sellerVERIFIED OWNER,2,58.0
42,Apartment,Ready to move,1398 ,"7,081 / sq ft",Nanakramguda,Hyderabad,sellerVERIFIED OWNER,1,99.0
43,Independent,Ready to move,6122 ,"5,717 / sq ft",Meerpet,Hyderabad,sellerVERIFIED OWNER,10,350.0
44,Independent,Ready to move,981 ,"8,664 / sq ft",Bahadurpura,Hyderabad,sellerVERIFIED OWNER,3,85.0
45,Apartment,Ready to move,1000 ,"4,900 / sq ft",LB Nagar,Hyderabad,sellerVERIFIED OWNER,2,49.0
46,Apartment,Under Construction,1148 ,"5,200 / sq ft",Bachupally,Hyderabad,sellerVERIFIED OWNER,2,59.69
47,Apartment,Under Construction,2000 ,"4,500 / sq ft",Upparpally,Hyderabad,sellerVERIFIED OWNER,4,90.0
48,Apartment,Ready to move,1600 ,"5,250 / sq ft",Gajulramaram Kukatpally,Hyderabad,sellerVERIFIED OWNER,3,84.0
49,Apartment,Ready to move,1145 ,"5,240 / sq ft",Boduppal,Hyderabad,sellerVERIFIED OWNER,2,60.0
50,Apartment,Under Construction,1220 ,"5,700 / sq ft",Hafeezpet,Hyderabad,sellerVERIFIED OWNER,2,69.54
51,Independent,Under Construction,2400 ,"6,041 / sq ft",Aminpur,Hyderabad,sellerVERIFIED OWNER,3,145.0
52,Apartment,Under Construction,1210 ,"4,008 / sq ft",Narapally,Hyderabad,sellerVERIFIED OWNER,3,48.5
53,Villa,Under Construction,2600 ,"6,500 / sq ft",Tukkuguda,Hyderabad,sellerVERIFIED OWNER,4,169.0
54,Villa,Under Construction,3770 ,"5,570 / sq ft",Mokila,Hyderabad,sellerVERIFIED OWNER,4,210.0
55,Apartment,Under Construction,1390 ,"3,237 / sq ft",Medchal,Hyderabad,sellerVERIFIED OWNER,2,45.0
56,Apartment,Under Construction,1225 ,"3,800 / sq ft",Bachupally,Hyderabad,sellerVERIFIED OWNER,2,46.55
57,Villa,Under Construction,1700 ,"3,794 / sq ft",Ibrahimpatnam,Hyderabad,sellerVERIFIED OWNER,3,64.5
58,Apartment,Under Construction,1200 ,"5,500 / sq ft",Narsingi,Hyderabad,sellerVERIFIED OWNER,2,66.0
59,Apartment,Under Construction,1392 ,"5,747 / sq ft",Uppal,Hyderabad,sellerVERIFIED OWNER,3,80.0
60,Apartment,Under Construction,1200 ,"4,900 / sq ft",Ameenpur,Hyderabad,Lalitha Construction and Developers,2,58.8
61,Apartment,Under Construction,1486 ,"4,200 / sq ft",Gundlapochampally,Hyderabad,Eco Green Builders,3,62.41
62,Apartment,Under Construction,1594 ,"4,200 / sq ft",Gundlapochampally,Hyderabad,Eco Green Builders,3,66.94
63,Apartment,Under Construction,2160 ,"5,500 / sq ft",Kompally,Hyderabad,Sunder Homes,3,118.0
64,Apartment,Under Construction,3810 ,"5,500 / sq ft",Kompally,Hyderabad,Sunder Homes,3,209.0
65,Apartment,Under Construction,3810 ,"5,500 / sq ft",Kompally,Hyderabad,Sunder Homes,3,209.0
66,Apartment,Under Construction,2160 ,"5,500 / sq ft",Kompally,Hyderabad,Sunder Homes,3,118.0
67,Apartment,Under Construction,2160 ,"5,500 / sq ft",Kompally,Hyderabad,Sunder Homes,3,118.0
68,Apartment,Under Construction,2360 ,"5,500 / sq ft",Kompally,Hyderabad,Sunder Homes,3,129.0
69,Apartment,Under Construction,2360 ,"5,500 / sq ft",Kompally,Hyderabad,Sunder Homes,3,129.0
70,Apartment,Under Construction,3240 ,"5,500 / sq ft",Kompally,Hyderabad,Sunder Homes,3,178.0
71,Apartment,Under Construction,3240 ,"5,500 / sq ft",Kompally,Hyderabad,Sunder Homes,3,178.0
72,Apartment,Under Construction,2860 ,"5,500 / sq ft",Kompally,Hyderabad,Sunder Homes,3,157.0
73,Apartment,Under Construction,2860 ,"5,500 / sq ft",Kompally,Hyderabad,Sunder Homes,3,157.0
74,Villa,Under Construction,7000 ,"10,114 / sq ft",Harshaguda,Hyderabad,Nest Makers,5,707.0
75,Villa,Under Construction,5250 ,"9,429 / sq ft",Harshaguda,Hyderabad,Nest Makers,4,495.0
76,Apartment,Under Construction,1915 ,"5,199 / sq ft",Kollur,Hyderabad,GHR Infra,3,99.56
77,Apartment,Under Construction,1625 ,"5,199 / sq ft",Kollur,Hyderabad,GHR Infra,3,84.48
78,Apartment,Under Construction,1430 ,"5,199 / sq ft",Kollur,Hyderabad,GHR Infra,3,74.34
79,Apartment,Under Construction,1039 ,"4,804 / sq ft",Bachupally,Hyderabad,Dinesh Projects,2,49.86
80,Apartment,Under Construction,1820 ,"4,802 / sq ft",Bachupally,Hyderabad,Dinesh Projects,3,87.35
81,Apartment,Under Construction,1820 ,"4,802 / sq ft",Bachupally,Hyderabad,Dinesh Projects,3,87.35
82,Apartment,Under Construction,1232 ,"4,803 / sq ft",Bachupally,Hyderabad,Dinesh Projects,3,59.13
83,Apartment,Under Construction,1232 ,"4,803 / sq ft",Bachupally,Hyderabad,Dinesh Projects,3,59.13
84,Apartment,Under Construction,1285 ,"5,799 / sq ft",Patighanpur,Hyderabad,Hallmark Builders,2,74.51
85,Apartment,Under Construction,1585 ,"5,799 / sq ft",Patighanpur,Hyderabad,Hallmark Builders,3,91.91
86,Apartment,Under Construction,1585 ,"5,799 / sq ft",Patighanpur,Hyderabad,Hallmark Builders,3,91.91
87,Apartment,Under Construction,1700 ,"5,799 / sq ft",Patighanpur,Hyderabad,Hallmark Builders,3,98.58
88,Apartment,Under Construction,1700 ,"5,799 / sq ft",Patighanpur,Hyderabad,Hallmark Builders,3,98.58
89,Apartment,Under Construction,1612 ,"6,000 / sq ft",Saidabad,Hyderabad,Namishree Infrastructure And Project Pvt Ltd,3,96.72
90,Apartment,Under Construction,1285 ,"6,000 / sq ft",Saidabad,Hyderabad,Namishree Infrastructure And Project Pvt Ltd,2,77.1
91,Apartment,Under Construction,1050 ,"6,000 / sq ft",Saidabad,Hyderabad,Namishree Infrastructure And Project Pvt Ltd,2,63.0
92,Apartment,Under Construction,1397 ,"6,000 / sq ft",Saidabad,Hyderabad,Namishree Infrastructure And Project Pvt Ltd,3,83.82
93,Apartment,Under Construction,1395 ,"6,000 / sq ft",Saidabad,Hyderabad,Namishree Infrastructure And Project Pvt Ltd,3,83.7
94,Apartment,Under Construction,1870 ,"6,500 / sq ft",Nizampet,Hyderabad,Vazhraa Nirmaan Pvt Ltd,3,121.0
95,Apartment,Under Construction,1710 ,"6,500 / sq ft",Nizampet,Hyderabad,Vazhraa Nirmaan Pvt Ltd,3,111.0
96,Apartment,Under Construction,1710 ,"6,500 / sq ft",Nizampet,Hyderabad,Vazhraa Nirmaan Pvt Ltd,3,111.0
97,Apartment,Under Construction,1360 ,"6,500 / sq ft",Nizampet,Hyderabad,Vazhraa Nirmaan Pvt Ltd,2,88.4
98,Apartment,Under Construction,1360 ,"6,500 / sq ft",Nizampet,Hyderabad,Vazhraa Nirmaan Pvt Ltd,2,88.4
99,Apartment,Under Construction,1820 ,"6,500 / sq ft",Nizampet,Hyderabad,Vazhraa Nirmaan Pvt Ltd,3,118.0
100,Apartment,Under Construction,1820 ,"6,500 / sq ft",Nizampet,Hyderabad,Vazhraa Nirmaan Pvt Ltd,3,118.0
101,Apartment,Under Construction,1255 ,"6,500 / sq ft",Nizampet,Hyderabad,Vazhraa Nirmaan Pvt Ltd,2,81.57
102,Apartment,Under Construction,1255 ,"6,500 / sq ft",Nizampet,Hyderabad,Vazhraa Nirmaan Pvt Ltd,2,81.57
103,Apartment,Under Construction,1270 ,"6,500 / sq ft",Nizampet,Hyderabad,Vazhraa Nirmaan Pvt Ltd,2,82.55
104,Apartment,Under Construction,1270 ,"6,500 / sq ft",Nizampet,Hyderabad,Vazhraa Nirmaan Pvt Ltd,2,82.55
105,Apartment,Under Construction,1105 ,"4,999 / sq ft",Kollur,Hyderabad,Ira Reality,2,55.23
106,Apartment,Under Construction,1105 ,"4,999 / sq ft",Kollur,Hyderabad,Ira Reality,2,55.23
107,Apartment,Under Construction,1710 ,"7,599 / sq ft",Nanakramguda,Hyderabad,Sukhii Group,3,129.0
108,Apartment,Under Construction,1315 ,"7,599 / sq ft",Nanakramguda,Hyderabad,Sukhii Group,2,99.92
109,Apartment,Under Construction,1315 ,"7,599 / sq ft",Nanakramguda,Hyderabad,Sukhii Group,2,99.92
110,Apartment,Under Construction,2230 ,"7,599 / sq ft",Nanakramguda,Hyderabad,Sukhii Group,4,169.0
111,Apartment,Under Construction,2230 ,"7,599 / sq ft",Nanakramguda,Hyderabad,Sukhii Group,4,169.0
112,Apartment,Under Construction,1500 ,"7,599 / sq ft",Nanakramguda,Hyderabad,Sukhii Group,3,113.0
113,Apartment,Under Construction,1500 ,"7,599 / sq ft",Nanakramguda,Hyderabad,Sukhii Group,3,113.0
114,Apartment,Under Construction,1595 ,"4,998 / sq ft",Kollur,Hyderabad,Ira Reality,3,79.71
115,Apartment,Under Construction,2195 ,"4,998 / sq ft",Kollur,Hyderabad,Ira Reality,3,109.0
116,Apartment,Under Construction,2195 ,"4,998 / sq ft",Kollur,Hyderabad,Ira Reality,3,109.0
117,Apartment,Under Construction,1495 ,"4,998 / sq ft",Kollur,Hyderabad,Ira Reality,3,74.72
118,Apartment,Under Construction,1495 ,"4,998 / sq ft",Kollur,Hyderabad,Ira Reality,3,74.72
119,Apartment,Under Construction,1895 ,"4,998 / sq ft",Kollur,Hyderabad,Ira Reality,3,94.71
120,Apartment,Under Construction,1895 ,"4,998 / sq ft",Kollur,Hyderabad,Ira Reality,3,94.71
121,Apartment,Under Construction,1620 ,"5,599 / sq ft",Nizampet,Hyderabad,Merlion Builders,3,90.7
122,Apartment,Under Construction,1275 ,"5,600 / sq ft",Nizampet,Hyderabad,Merlion Builders,2,71.41
123,Apartment,Under Construction,1853 ,"5,599 / sq ft",Nizampet,Hyderabad,Merlion Builders,3,103.0
124,Apartment,Under Construction,2262 ,"7,515 / sq ft",Tellapur,Hyderabad,My Home Constructions Pvt Ltd,3,170.0
125,Apartment,Ready to move,1220 ,"5,655 / sq ft",Miyapur,Hyderabad,Maaruthi GroupAGENT0,2,69.0
126,Apartment,Under Construction,1615 ,"6,899 / sq ft",Attapur,Hyderabad,Shree Vasavi Developers,3,111.0
127,Apartment,Under Construction,2120 ,"6,899 / sq ft",Attapur,Hyderabad,Shree Vasavi Developers,3,146.0
128,Apartment,Under Construction,2840 ,"6,899 / sq ft",Attapur,Hyderabad,Shree Vasavi Developers,3,195.0
129,Apartment,Under Construction,2710 ,"6,899 / sq ft",Attapur,Hyderabad,Shree Vasavi Developers,3,186.0
130,Apartment,Under Construction,2180 ,"6,899 / sq ft",Attapur,Hyderabad,Shree Vasavi Developers,3,150.0
131,Apartment,Under Construction,1750 ,"6,899 / sq ft",Attapur,Hyderabad,Shree Vasavi Developers,3,120.0
132,Apartment,Under Construction,2260 ,"6,899 / sq ft",Attapur,Hyderabad,Shree Vasavi Developers,3,155.0
133,Apartment,Under Construction,2135 ,"6,899 / sq ft",Attapur,Hyderabad,Shree Vasavi Developers,3,147.0
134,Apartment,Under Construction,1395 ,"6,899 / sq ft",Attapur,Hyderabad,Shree Vasavi Developers,3,96.24
135,Apartment,Under Construction,1675 ,"4,200 / sq ft",Bowrampet,Hyderabad,Vajra Builders And Developers,3,70.35
136,Apartment,Ready to move,2830 ,"8,000 / sq ft",Kukatpally,Hyderabad,Vasavi Group,3,226.0
137,Apartment,Ready to move,2300 ,"8,000 / sq ft",Kukatpally,Hyderabad,Vasavi Group,3,184.0
138,Apartment,Ready to move,2300 ,"8,000 / sq ft",Kukatpally,Hyderabad,Vasavi Group,3,184.0
139,Apartment,Ready to move,1775 ,"8,000 / sq ft",Kukatpally,Hyderabad,Vasavi Group,3,142.0
140,Apartment,Ready to move,1775 ,"8,000 / sq ft",Kukatpally,Hyderabad,Vasavi Group,3,142.0
141,Apartment,Ready to move,3205 ,"8,000 / sq ft",Kukatpally,Hyderabad,Vasavi Group,3,256.0
142,Apartment,Ready to move,3205 ,"8,000 / sq ft",Kukatpally,Hyderabad,Vasavi Group,3,256.0
143,Apartment,Ready to move,1750 ,"8,000 / sq ft",Kukatpally,Hyderabad,Vasavi Group,3,140.0
144,Apartment,Ready to move,1750 ,"8,000 / sq ft",Kukatpally,Hyderabad,Vasavi Group,3,140.0
145,Apartment,Ready to move,1955 ,"8,000 / sq ft",Kukatpally,Hyderabad,Vasavi Group,3,156.0
146,Apartment,Ready to move,1955 ,"8,000 / sq ft",Kukatpally,Hyderabad,Vasavi Group,3,156.0
147,Apartment,Ready to move,2405 ,"8,000 / sq ft",Kukatpally,Hyderabad,Vasavi Group,3,192.0
148,Apartment,Ready to move,2405 ,"8,000 / sq ft",Kukatpally,Hyderabad,Vasavi Group,3,192.0
149,Apartment,Ready to move,2090 ,"8,000 / sq ft",Kukatpally,Hyderabad,Vasavi Group,3,167.0
150,Apartment,Ready to move,2090 ,"8,000 / sq ft",Kukatpally,Hyderabad,Vasavi Group,3,167.0
151,Apartment,Ready to move,2100 ,"8,000 / sq ft",Kukatpally,Hyderabad,Vasavi Group,3,168.0
152,Apartment,Ready to move,2100 ,"8,000 / sq ft",Kukatpally,Hyderabad,Vasavi Group,3,168.0
153,Apartment,Ready to move,1810 ,"8,000 / sq ft",Kukatpally,Hyderabad,Vasavi Group,3,144.0
154,Apartment,Ready to move,1810 ,"8,000 / sq ft",Kukatpally,Hyderabad,Vasavi Group,3,144.0
155,Apartment,Ready to move,2760 ,"8,000 / sq ft",Kukatpally,Hyderabad,Vasavi Group,3,220.0
156,Apartment,Ready to move,2760 ,"8,000 / sq ft",Kukatpally,Hyderabad,Vasavi Group,3,220.0
157,Apartment,Ready to move,1940 ,"8,000 / sq ft",Kukatpally,Hyderabad,Vasavi Group,3,155.0
158,Apartment,Ready to move,1940 ,"8,000 / sq ft",Kukatpally,Hyderabad,Vasavi Group,3,155.0
159,Apartment,Ready to move,2075 ,"8,000 / sq ft",Kukatpally,Hyderabad,Vasavi Group,3,166.0
160,Apartment,Ready to move,2075 ,"8,000 / sq ft",Kukatpally,Hyderabad,Vasavi Group,3,166.0
161,Apartment,Under Construction,1910 ,"5,800 / sq ft",Jeedimetla,Hyderabad,Riddhi Group,3,110.0
162,Apartment,Under Construction,2040 ,"5,800 / sq ft",Jeedimetla,Hyderabad,Riddhi Group,3,118.0
163,Apartment,Under Construction,2910 ,"5,800 / sq ft",Jeedimetla,Hyderabad,Riddhi Group,4,168.0
164,Apartment,Under Construction,1980 ,"5,800 / sq ft",Jeedimetla,Hyderabad,Riddhi Group,3,114.0
165,Apartment,Under Construction,2030 ,"5,800 / sq ft",Jeedimetla,Hyderabad,Riddhi Group,3,117.0
166,Apartment,Under Construction,1100 ,"5,800 / sq ft",Jeedimetla,Hyderabad,Riddhi Group,2,63.8
167,Apartment,Under Construction,1830 ,"5,800 / sq ft",Jeedimetla,Hyderabad,Riddhi Group,3,106.0
168,Apartment,Under Construction,1230 ,"5,800 / sq ft",Jeedimetla,Hyderabad,Riddhi Group,2,71.34
169,Apartment,Under Construction,1605 ,"5,800 / sq ft",Jeedimetla,Hyderabad,Riddhi Group,3,93.09
170,Apartment,Under Construction,2080 ,"5,800 / sq ft",Jeedimetla,Hyderabad,Riddhi Group,3,120.0
171,Apartment,Under Construction,2495 ,"5,800 / sq ft",Jeedimetla,Hyderabad,Riddhi Group,3,144.0
172,Apartment,Under Construction,1195 ,"5,800 / sq ft",Jeedimetla,Hyderabad,Riddhi Group,2,69.31
173,Apartment,Under Construction,3030 ,"5,800 / sq ft",Jeedimetla,Hyderabad,Riddhi Group,4,175.0
174,Apartment,Under Construction,1915 ,"5,800 / sq ft",Jeedimetla,Hyderabad,Riddhi Group,3,111.0
175,Apartment,Under Construction,2590 ,"5,800 / sq ft",Jeedimetla,Hyderabad,Riddhi Group,3,150.0
176,Apartment,Under Construction,3150 ,"5,800 / sq ft",Jeedimetla,Hyderabad,Riddhi Group,4,182.0
177,Apartment,Under Construction,2200 ,"5,800 / sq ft",Jeedimetla,Hyderabad,Riddhi Group,3,127.0
178,Apartment,Under Construction,1135 ,"5,800 / sq ft",Jeedimetla,Hyderabad,Riddhi Group,2,65.83
179,Apartment,Under Construction,1865 ,"5,800 / sq ft",Jeedimetla,Hyderabad,Riddhi Group,3,108.0
180,Apartment,Ready to move,1285 ,"6,300 / sq ft",Puppalaguda,Hyderabad,Riddhi Group,2,80.95
181,Apartment,Ready to move,1700 ,"6,300 / sq ft",Puppalaguda,Hyderabad,Riddhi Group,3,107.0
182,Apartment,Ready to move,1298 ,"6,300 / sq ft",Puppalaguda,Hyderabad,Riddhi Group,2,81.77
183,Apartment,Ready to move,1665 ,"6,300 / sq ft",Puppalaguda,Hyderabad,Riddhi Group,3,104.0
184,Apartment,Under Construction,1845 ,"6,800 / sq ft",Attapur,Hyderabad,Theme Ambience Infrastructures,3,125.0
185,Apartment,Under Construction,2250 ,"6,800 / sq ft",Attapur,Hyderabad,Theme Ambience Infrastructures,3,153.0
186,Apartment,Under Construction,2075 ,"6,800 / sq ft",Attapur,Hyderabad,Theme Ambience Infrastructures,3,141.0
187,Apartment,Under Construction,1875 ,"4,999 / sq ft",Kollur,Hyderabad,Signature Avenues,3,93.73
188,Apartment,Under Construction,1550 ,"4,999 / sq ft",Kollur,Hyderabad,Signature Avenues,2,77.48
189,Apartment,Under Construction,1820 ,"4,999 / sq ft",Kollur,Hyderabad,Signature Avenues,3,90.98
190,Apartment,Under Construction,1420 ,"4,999 / sq ft",Kollur,Hyderabad,Signature Avenues,2,70.98
191,Apartment,Under Construction,2200 ,"4,999 / sq ft",Kollur,Hyderabad,Signature Avenues,3,109.0
192,Apartment,Under Construction,1400 ,"4,999 / sq ft",Kollur,Hyderabad,Signature Avenues,2,69.98
193,Apartment,Under Construction,1635 ,"4,999 / sq ft",Kollur,Hyderabad,Signature Avenues,2,81.73
194,Apartment,Under Construction,1060 ,"5,188 / sq ft",Pragathi Nagar Kukatpally,Hyderabad,Maaruthi GroupAGENT0,2,55.0
195,Apartment,Under Construction,1110 ,"4,684 / sq ft",Pragathi Nagar Kukatpally,Hyderabad,Maaruthi GroupAGENT0,2,52.0
196,Apartment,Ready to move,1110 ,"4,774 / sq ft",Pragathi Nagar Kukatpally,Hyderabad,Maaruthi GroupAGENT0,2,53.0
197,Apartment,Ready to move,1185 ,"4,472 / sq ft",Pragathi Nagar Kukatpally,Hyderabad,Maaruthi GroupAGENT0,2,53.0
198,Apartment,Under Construction,1125 ,"4,711 / sq ft",Pragathi Nagar Kukatpally,Hyderabad,Maaruthi GroupAGENT0,2,53.0
199,Apartment,Ready to move,1000 ,"3,700 / sq ft",Pragathi Nagar Kukatpally,Hyderabad,Maaruthi GroupAGENT0,2,37.0
200,Apartment,Ready to move,1000 ,"3,700 / sq ft",Pragathi Nagar Kukatpally,Hyderabad,Maaruthi GroupAGENT0,2,37.0
201,Apartment,Ready to move,1185 ,"4,472 / sq ft",Pragathi Nagar Kukatpally,Hyderabad,Maaruthi GroupAGENT0,2,53.0
202,Apartment,Ready to move,1000 ,"3,500 / sq ft",Pragathi Nagar Kukatpally,Hyderabad,Maaruthi GroupAGENT0,2,35.0
203,Apartment,Ready to move,1000 ,"3,700 / sq ft",Pragathi Nagar Kukatpally,Hyderabad,Maaruthi GroupAGENT0,2,37.0
204,Apartment,Ready to move,1195 ,"4,518 / sq ft",Pragathi Nagar Kukatpally,Hyderabad,Maaruthi GroupAGENT0,2,54.0
205,Apartment,Ready to move,1000 ,"3,700 / sq ft",Bowrampet,Hyderabad,Maaruthi GroupAGENT0,2,37.0
206,Apartment,Ready to move,1000 ,"3,700 / sq ft",Bowrampet,Hyderabad,Maaruthi GroupAGENT0,2,37.0
207,Apartment,Ready to move,1000 ,"3,700 / sq ft",Bowrampet,Hyderabad,Maaruthi GroupAGENT0,2,37.0
208,Apartment,Ready to move,1100 ,"4,727 / sq ft",Pragathi Nagar Kukatpally,Hyderabad,Maaruthi GroupAGENT0,2,52.0
209,Villa,Under Construction,2524 ,"6,141 / sq ft",Kompally,Hyderabad,Maaruthi GroupAGENT0,3,155.0
210,Apartment,Ready to move,1100 ,"4,818 / sq ft",Pragathi Nagar Kukatpally,Hyderabad,Maaruthi GroupAGENT0,2,53.0
211,Apartment,Ready to move,1150 ,"3,826 / sq ft",Bachupally,Hyderabad,Maaruthi GroupAGENT0,2,44.0
212,Villa,Ready to move,2370 ,"7,046 / sq ft",Bowrampet,Hyderabad,Maaruthi GroupAGENT0,3,167.0
213,Apartment,Ready to move,1130 ,"5,398 / sq ft",Pragathi Nagar Kukatpally,Hyderabad,Maaruthi GroupAGENT0,2,61.0
214,Apartment,Ready to move,1150 ,"5,913 / sq ft",Miyapur,Hyderabad,Maaruthi GroupAGENT0,2,68.0
215,Apartment,Ready to move,1220 ,"5,614 / sq ft",Miyapur,Hyderabad,Maaruthi GroupAGENT0,2,68.5
216,Apartment,Ready to move,1100 ,"4,818 / sq ft",Pragathi Nagar Kukatpally,Hyderabad,Maaruthi GroupAGENT0,2,53.0
217,Apartment,Ready to move,1100 ,"4,818 / sq ft",Sultanpur,Hyderabad,Maaruthi GroupAGENT0,2,53.0
218,Apartment,Ready to move,1110 ,"4,774 / sq ft",Pragathi Nagar Kukatpally,Hyderabad,Maaruthi GroupAGENT0,2,53.0
219,Apartment,Ready to move,1195 ,"4,800 / sq ft",Pragathi Nagar Kukatpally,Hyderabad,Maaruthi GroupAGENT0,2,57.36
220,Apartment,Ready to move,1595 ,"5,203 / sq ft",Hyder Nagar,Hyderabad,Maaruthi GroupAGENT0,3,83.0
221,Apartment,Ready to move,1310 ,"5,605 / sq ft",Pragathi Nagar Kukatpally,Hyderabad,Maaruthi GroupAGENT0,2,73.43
222,Apartment,Ready to move,1140 ,"5,087 / sq ft",Pragathi Nagar Kukatpally,Hyderabad,Maaruthi GroupAGENT0,2,58.0
223,Apartment,Ready to move,1510 ,"4,105 / sq ft",Pragathi Nagar Kukatpally,Hyderabad,Maaruthi GroupAGENT0,3,62.0
224,Apartment,Ready to move,1140 ,"5,175 / sq ft",Pragathi Nagar Kukatpally,Hyderabad,Maaruthi GroupAGENT0,2,59.0
225,Apartment,Ready to move,1440 ,"4,861 / sq ft",Pragathi Nagar Kukatpally,Hyderabad,Maaruthi GroupAGENT0,3,70.0
226,Apartment,Ready to move,1100 ,"5,090 / sq ft",Pragathi Nagar Kukatpally,Hyderabad,Maaruthi GroupAGENT0,2,56.0
227,Apartment,Ready to move,1110 ,"5,045 / sq ft",Pragathi Nagar Kukatpally,Hyderabad,Maaruthi GroupAGENT0,2,56.0
228,Apartment,Ready to move,1195 ,"4,800 / sq ft",Pragathi Nagar Kukatpally,Hyderabad,Maaruthi GroupAGENT0,2,57.36
